Charging event,User ID,CP ID,Connector,Start Date,Start Time,End Date,End Time,Total kWh,Site,Model
1285830,User 636,70206,1,23/09/2015,07:10,23/09/2015,16:50,11.76,Elland Road Park and Ride,APT 7kW Dual Outlet
1285835,User 84,70207,1,23/09/2015,07:15,23/09/2015,15:49,13.07,Elland Road Park and Ride,APT 7kW Dual Outlet
1286072,User 628,70206,2,23/09/2015,08:51,23/09/2015,16:49,11.84,Elland Road Park and Ride,APT 7kW Dual Outlet
1288120,User 636,70206,1,24/09/2015,06:50,24/09/2015,17:58,13.02,Elland Road Park and Ride,APT 7kW Dual Outlet
1288405,User 628,70206,2,24/09/2015,08:54,24/09/2015,16:41,7.54,Elland Road Park and Ride,APT 7kW Dual Outlet
1288419,User 642,70207,1,24/09/2015,08:57,24/09/2015,17:05,2.43,Elland Road Park and Ride,APT 7kW Dual Outlet
1288565,User 110,70205,1,24/09/2015,11:18,24/09/2015,19:14,16.1,Elland Road Park and Ride,APT 7kW Dual Outlet
1297761,User 628,70206,2,25/09/2015,08:46,25/09/2015,15:58,7.26,Elland Road Park and Ride,APT 7kW Dual Outlet
1306673,User 103,70204,1,26/09/2015,12:01,26/09/2015,17:41,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1307317,User 63,70201,1,26/09/2015,13:59,26/09/2015,15:15,0.0,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1312604,User 106,70200,1,28/09/2015,07:14,29/09/2015,01:55,3.82,Woodhouse Lane Car Park,APT 7kW Dual Outlet
1312607,User 84,70207,1,28/09/2015,07:17,28/09/2015,15:38,14.09,Elland Road Park and Ride,APT 7kW Dual Outlet
1312653,User 636,70206,1,28/09/2015,07:48,28/09/2015,17:26,18.54,Elland Road Park and Ride,APT 7kW Dual Outlet
1312851,User 628,70206,2,28/09/2015,08:52,28/09/2015,17:12,2.5,Elland Road Park and Ride,APT 7kW Dual Outlet
1314113,User 71,70207,1,28/09/2015,15:55,28/09/2015,16:50,5.99,Elland Road Park and Ride,APT 7kW Dual Outlet
